timestamp, power.draw [W], utilization.gpu [%]
2026/02/12 17:19:16.030, 10.84 W, 0 %
2026/02/12 17:19:17.030, 10.62 W, 0 %
2026/02/12 17:19:18.030, 10.65 W, 0 %
2026/02/12 17:19:19.031, 10.97 W, 0 %
2026/02/12 17:19:20.031, 11.38 W, 0 %
2026/02/12 17:19:21.031, 10.99 W, 0 %
2026/02/12 17:19:22.031, 10.67 W, 0 %
2026/02/12 17:19:23.031, 11.13 W, 0 %
2026/02/12 17:19:24.031, 11.16 W, 0 %
2026/02/12 17:19:25.031, 11.24 W, 0 %
2026/02/12 17:19:26.032, 11.44 W, 0 %
2026/02/12 17:19:27.032, 11.35 W, 0 %
2026/02/12 17:19:28.032, 11.19 W, 0 %
2026/02/12 17:19:29.032, 11.40 W, 0 %
2026/02/12 17:19:30.032, 11.46 W, 0 %
2026/02/12 17:19:31.032, 12.11 W, 0 %
2026/02/12 17:19:32.033, 11.99 W, 0 %
2026/02/12 17:19:33.033, 11.71 W, 0 %
2026/02/12 17:19:34.033, 11.35 W, 0 %
2026/02/12 17:19:35.033, 11.07 W, 0 %
2026/02/12 17:19:36.033, 11.18 W, 0 %
2026/02/12 17:19:37.033, 11.28 W, 0 %
2026/02/12 17:19:38.033, 11.35 W, 0 %
2026/02/12 17:19:39.034, 11.56 W, 0 %
2026/02/12 17:19:40.034, 11.56 W, 0 %
2026/02/12 17:19:41.034, 11.69 W, 0 %
2026/02/12 17:19:42.034, 11.88 W, 0 %
2026/02/12 17:19:43.034, 11.69 W, 0 %
2026/02/12 17:19:44.034, 11.29 W, 0 %
2026/02/12 17:19:45.034, 10.52 W, 0 %
2026/02/12 17:19:46.035, 10.95 W, 0 %
2026/02/12 17:19:47.035, 11.07 W, 0 %
2026/02/12 17:19:48.035, 11.08 W, 0 %
2026/02/12 17:19:49.035, 11.34 W, 0 %
2026/02/12 17:19:50.035, 11.47 W, 0 %
2026/02/12 17:19:51.035, 11.40 W, 0 %
2026/02/12 17:19:52.036, 11.88 W, 0 %
2026/02/12 17:19:53.036, 11.59 W, 0 %
2026/02/12 17:19:54.036, 11.28 W, 0 %
2026/02/12 17:19:55.036, 10.94 W, 0 %
2026/02/12 17:19:56.036, 10.70 W, 0 %
2026/02/12 17:19:57.036, 10.90 W, 0 %
2026/02/12 17:19:58.037, 11.17 W, 0 %
2026/02/12 17:19:59.037, 11.23 W, 0 %
2026/02/12 17:20:00.037, 11.18 W, 0 %
2026/02/12 17:20:01.037, 10.95 W, 0 %
2026/02/12 17:20:02.037, 10.82 W, 0 %
2026/02/12 17:20:03.037, 11.13 W, 0 %
2026/02/12 17:20:04.038, 11.07 W, 0 %
2026/02/12 17:20:05.038, 11.09 W, 0 %
2026/02/12 17:20:06.038, 11.07 W, 0 %
2026/02/12 17:20:07.038, 10.67 W, 0 %
2026/02/12 17:20:08.038, 10.19 W, 0 %
2026/02/12 17:20:09.038, 10.15 W, 0 %
2026/02/12 17:20:10.039, 10.28 W, 0 %
2026/02/12 17:20:11.039, 10.80 W, 0 %
2026/02/12 17:20:12.039, 11.64 W, 0 %
2026/02/12 17:20:13.039, 11.93 W, 0 %
2026/02/12 17:20:14.039, 11.52 W, 0 %
2026/02/12 17:20:15.039, 10.62 W, 0 %
2026/02/12 17:20:16.039, 10.58 W, 0 %
2026/02/12 17:20:17.040, 10.75 W, 0 %
2026/02/12 17:20:18.040, 10.98 W, 0 %
2026/02/12 17:20:19.040, 10.79 W, 0 %
2026/02/12 17:20:20.040, 10.45 W, 0 %
2026/02/12 17:20:21.040, 10.83 W, 0 %
2026/02/12 17:20:22.040, 11.18 W, 0 %
2026/02/12 17:20:23.041, 11.09 W, 0 %
2026/02/12 17:20:24.041, 10.73 W, 0 %
2026/02/12 17:20:25.041, 10.68 W, 0 %
2026/02/12 17:20:26.041, 11.26 W, 0 %
2026/02/12 17:20:27.041, 11.36 W, 0 %
2026/02/12 17:20:28.041, 11.53 W, 0 %
2026/02/12 17:20:29.042, 11.80 W, 0 %
2026/02/12 17:20:30.042, 11.47 W, 0 %
2026/02/12 17:20:31.042, 11.31 W, 0 %
2026/02/12 17:20:32.042, 10.98 W, 0 %
2026/02/12 17:20:33.042, 10.45 W, 0 %
2026/02/12 17:20:34.042, 10.20 W, 0 %
2026/02/12 17:20:35.042, 11.53 W, 0 %
2026/02/12 17:20:36.043, 11.75 W, 0 %
2026/02/12 17:20:37.043, 11.75 W, 0 %
2026/02/12 17:20:38.043, 11.52 W, 0 %
2026/02/12 17:20:39.043, 11.64 W, 0 %
2026/02/12 17:20:40.043, 12.20 W, 0 %
2026/02/12 17:20:41.044, 12.12 W, 0 %
2026/02/12 17:20:42.044, 11.92 W, 0 %
2026/02/12 17:20:43.044, 11.58 W, 0 %
2026/02/12 17:20:44.044, 11.41 W, 0 %
2026/02/12 17:20:45.044, 11.61 W, 0 %
2026/02/12 17:20:46.044, 11.61 W, 0 %
2026/02/12 17:20:47.045, 10.98 W, 0 %
2026/02/12 17:20:48.045, 10.63 W, 0 %
2026/02/12 17:20:49.045, 10.40 W, 0 %
2026/02/12 17:20:50.045, 10.31 W, 0 %
2026/02/12 17:20:51.045, 9.89 W, 0 %
2026/02/12 17:20:52.045, 9.91 W, 0 %
2026/02/12 17:20:53.046, 9.90 W, 0 %
2026/02/12 17:20:54.046, 9.95 W, 0 %
2026/02/12 17:20:55.046, 9.81 W, 0 %
2026/02/12 17:20:56.046, 9.59 W, 0 %
2026/02/12 17:20:57.046, 10.04 W, 0 %
2026/02/12 17:20:58.046, 10.08 W, 0 %
2026/02/12 17:20:59.046, 10.26 W, 0 %
2026/02/12 17:21:00.047, 9.89 W, 0 %
2026/02/12 17:21:01.047, 10.03 W, 0 %
2026/02/12 17:21:02.047, 10.37 W, 0 %
2026/02/12 17:21:03.047, 10.21 W, 0 %
2026/02/12 17:21:04.047, 10.22 W, 0 %
2026/02/12 17:21:05.047, 10.23 W, 0 %
2026/02/12 17:21:06.048, 10.25 W, 0 %
2026/02/12 17:21:07.048, 10.45 W, 0 %
2026/02/12 17:21:08.048, 10.70 W, 0 %
2026/02/12 17:21:09.048, 10.67 W, 0 %
2026/02/12 17:21:10.048, 10.32 W, 0 %
2026/02/12 17:21:11.048, 9.99 W, 0 %
2026/02/12 17:21:12.049, 10.23 W, 0 %
2026/02/12 17:21:13.049, 9.93 W, 0 %
2026/02/12 17:21:14.049, 9.92 W, 0 %
2026/02/12 17:21:15.049, 10.09 W, 0 %
2026/02/12 17:21:16.049, 10.15 W, 0 %
2026/02/12 17:21:17.049, 10.28 W, 0 %
2026/02/12 17:21:18.049, 10.56 W, 0 %
2026/02/12 17:21:19.050, 10.66 W, 0 %
2026/02/12 17:21:20.050, 10.50 W, 0 %
2026/02/12 17:21:21.050, 10.49 W, 0 %
2026/02/12 17:21:22.050, 10.53 W, 0 %
2026/02/12 17:21:23.050, 11.09 W, 0 %
2026/02/12 17:21:24.050, 11.21 W, 0 %
2026/02/12 17:21:25.050, 10.82 W, 0 %
2026/02/12 17:21:26.051, 10.85 W, 0 %
2026/02/12 17:21:27.051, 10.96 W, 0 %
2026/02/12 17:21:28.051, 10.86 W, 0 %
2026/02/12 17:21:29.051, 10.57 W, 0 %
2026/02/12 17:21:30.051, 10.26 W, 0 %
2026/02/12 17:21:31.051, 10.47 W, 0 %
2026/02/12 17:21:32.052, 11.46 W, 0 %
2026/02/12 17:21:33.052, 11.47 W, 0 %
2026/02/12 17:21:34.052, 10.79 W, 0 %
2026/02/12 17:21:35.052, 11.04 W, 0 %
2026/02/12 17:21:36.052, 11.46 W, 0 %
2026/02/12 17:21:37.052, 11.41 W, 0 %
2026/02/12 17:21:38.053, 11.38 W, 0 %
2026/02/12 17:21:39.053, 11.71 W, 0 %
2026/02/12 17:21:40.053, 12.35 W, 0 %
2026/02/12 17:21:41.053, 11.81 W, 0 %
2026/02/12 17:21:42.053, 11.69 W, 0 %
2026/02/12 17:21:43.053, 11.25 W, 0 %
2026/02/12 17:21:44.054, 10.82 W, 0 %
2026/02/12 17:21:45.054, 10.51 W, 0 %
2026/02/12 17:21:46.054, 10.29 W, 0 %
2026/02/12 17:21:47.054, 10.31 W, 0 %
2026/02/12 17:21:48.054, 10.29 W, 0 %
2026/02/12 17:21:49.054, 10.75 W, 0 %
2026/02/12 17:21:50.055, 11.11 W, 0 %
2026/02/12 17:21:51.055, 11.48 W, 0 %
2026/02/12 17:21:52.055, 11.00 W, 0 %
2026/02/12 17:21:53.055, 10.37 W, 0 %
2026/02/12 17:21:54.055, 10.83 W, 0 %
2026/02/12 17:21:55.055, 10.81 W, 0 %
2026/02/12 17:21:56.056, 10.75 W, 0 %
2026/02/12 17:21:57.056, 10.79 W, 0 %
2026/02/12 17:21:58.056, 10.60 W, 0 %
2026/02/12 17:21:59.056, 10.30 W, 0 %
2026/02/12 17:22:00.056, 10.72 W, 0 %
2026/02/12 17:22:01.057, 10.88 W, 0 %
2026/02/12 17:22:02.057, 10.73 W, 0 %
2026/02/12 17:22:03.057, 11.11 W, 0 %
2026/02/12 17:22:04.057, 11.04 W, 0 %
2026/02/12 17:22:05.057, 11.12 W, 0 %
2026/02/12 17:22:06.057, 11.33 W, 0 %
2026/02/12 17:22:07.058, 11.41 W, 0 %
2026/02/12 17:22:08.058, 11.35 W, 0 %
2026/02/12 17:22:09.058, 10.94 W, 0 %
2026/02/12 17:22:10.058, 10.90 W, 0 %
2026/02/12 17:22:11.058, 10.89 W, 0 %
2026/02/12 17:22:12.058, 10.51 W, 0 %
2026/02/12 17:22:13.059, 10.60 W, 0 %
2026/02/12 17:22:14.059, 11.13 W, 0 %
2026/02/12 17:22:15.059, 10.87 W, 0 %
2026/02/12 17:22:16.059, 10.81 W, 0 %
2026/02/12 17:22:17.059, 10.60 W, 0 %
2026/02/12 17:22:18.059, 10.57 W, 0 %
2026/02/12 17:22:19.060, 10.48 W, 0 %
2026/02/12 17:22:20.060, 10.48 W, 0 %
2026/02/12 17:22:21.060, 10.48 W, 0 %
2026/02/12 17:22:22.060, 10.43 W, 0 %
2026/02/12 17:22:23.060, 10.69 W, 0 %
2026/02/12 17:22:24.060, 10.38 W, 0 %
2026/02/12 17:22:25.061, 10.34 W, 0 %
2026/02/12 17:22:26.061, 10.35 W, 0 %
2026/02/12 17:22:27.061, 10.54 W, 0 %
2026/02/12 17:22:28.061, 10.60 W, 0 %
2026/02/12 17:22:29.061, 10.82 W, 0 %
2026/02/12 17:22:30.061, 11.17 W, 0 %
2026/02/12 17:22:31.061, 11.10 W, 0 %
2026/02/12 17:22:32.061, 10.48 W, 0 %
2026/02/12 17:22:33.062, 10.73 W, 0 %
2026/02/12 17:22:34.062, 10.90 W, 0 %
2026/02/12 17:22:35.062, 10.78 W, 0 %
2026/02/12 17:22:36.062, 10.70 W, 0 %
2026/02/12 17:22:37.062, 10.84 W, 0 %
2026/02/12 17:22:38.062, 10.59 W, 0 %
2026/02/12 17:22:39.062, 10.89 W, 0 %
2026/02/12 17:22:40.063, 10.90 W, 0 %
2026/02/12 17:22:41.063, 10.40 W, 0 %
2026/02/12 17:22:42.063, 10.06 W, 0 %
2026/02/12 17:22:43.063, 10.17 W, 0 %
2026/02/12 17:22:44.063, 10.52 W, 0 %
2026/02/12 17:22:45.063, 11.70 W, 0 %
2026/02/12 17:22:46.064, 12.22 W, 0 %
2026/02/12 17:22:47.064, 12.30 W, 0 %
2026/02/12 17:22:48.064, 12.31 W, 0 %
2026/02/12 17:22:49.064, 12.34 W, 0 %
2026/02/12 17:22:50.064, 11.81 W, 0 %
2026/02/12 17:22:51.064, 10.50 W, 0 %
2026/02/12 17:22:52.065, 10.60 W, 0 %
2026/02/12 17:22:53.065, 10.58 W, 0 %
2026/02/12 17:22:54.065, 10.41 W, 0 %
2026/02/12 17:22:55.065, 10.23 W, 0 %
2026/02/12 17:22:56.065, 10.39 W, 0 %
2026/02/12 17:22:57.065, 10.81 W, 0 %
2026/02/12 17:22:58.066, 10.76 W, 0 %
2026/02/12 17:22:59.066, 10.92 W, 0 %
2026/02/12 17:23:00.066, 10.61 W, 0 %
2026/02/12 17:23:01.066, 11.12 W, 0 %
2026/02/12 17:23:02.066, 10.99 W, 0 %
2026/02/12 17:23:03.066, 10.62 W, 0 %
2026/02/12 17:23:04.066, 10.49 W, 0 %
2026/02/12 17:23:05.066, 10.53 W, 0 %
2026/02/12 17:23:06.067, 10.43 W, 0 %
2026/02/12 17:23:07.067, 11.10 W, 0 %
2026/02/12 17:23:08.067, 10.93 W, 0 %
2026/02/12 17:23:09.067, 10.61 W, 0 %
2026/02/12 17:23:10.067, 10.35 W, 0 %
2026/02/12 17:23:11.067, 10.54 W, 0 %
2026/02/12 17:23:12.067, 10.88 W, 0 %
2026/02/12 17:23:13.068, 10.72 W, 0 %
2026/02/12 17:23:14.068, 10.62 W, 0 %
2026/02/12 17:23:15.068, 10.44 W, 0 %
2026/02/12 17:23:16.068, 10.84 W, 0 %
2026/02/12 17:23:17.068, 11.10 W, 0 %
2026/02/12 17:23:18.068, 10.91 W, 0 %
2026/02/12 17:23:19.069, 10.46 W, 0 %
2026/02/12 17:23:20.069, 10.61 W, 0 %
2026/02/12 17:23:21.069, 10.87 W, 0 %
2026/02/12 17:23:22.069, 10.63 W, 0 %
2026/02/12 17:23:23.069, 10.54 W, 0 %
2026/02/12 17:23:24.069, 10.48 W, 0 %
2026/02/12 17:23:25.070, 10.32 W, 0 %
2026/02/12 17:23:26.070, 10.32 W, 0 %
2026/02/12 17:23:27.070, 11.19 W, 0 %
2026/02/12 17:23:28.070, 11.34 W, 0 %
2026/02/12 17:23:29.070, 11.35 W, 0 %
2026/02/12 17:23:30.070, 11.18 W, 0 %
2026/02/12 17:23:31.071, 10.74 W, 0 %
2026/02/12 17:23:32.071, 10.09 W, 0 %
2026/02/12 17:23:33.071, 10.20 W, 0 %
2026/02/12 17:23:34.071, 10.94 W, 0 %
2026/02/12 17:23:35.071, 11.11 W, 0 %
2026/02/12 17:23:36.071, 11.69 W, 0 %
2026/02/12 17:23:37.071, 11.59 W, 0 %
2026/02/12 17:23:38.072, 11.44 W, 0 %
2026/02/12 17:23:39.072, 11.45 W, 0 %
2026/02/12 17:23:40.072, 11.39 W, 0 %
2026/02/12 17:23:41.072, 11.09 W, 0 %
2026/02/12 17:23:42.072, 11.08 W, 0 %
2026/02/12 17:23:43.072, 11.10 W, 0 %
2026/02/12 17:23:44.073, 11.43 W, 0 %
2026/02/12 17:23:45.073, 11.67 W, 0 %
2026/02/12 17:23:46.073, 11.68 W, 0 %
2026/02/12 17:23:47.073, 11.39 W, 0 %
2026/02/12 17:23:48.073, 10.75 W, 0 %
2026/02/12 17:23:49.073, 11.10 W, 0 %
2026/02/12 17:23:50.074, 10.86 W, 0 %
2026/02/12 17:23:51.074, 11.21 W, 0 %
2026/02/12 17:23:52.074, 11.45 W, 0 %
2026/02/12 17:23:53.074, 11.19 W, 0 %
2026/02/12 17:23:54.074, 11.23 W, 0 %
2026/02/12 17:23:55.074, 11.28 W, 0 %
2026/02/12 17:23:56.075, 11.10 W, 0 %
2026/02/12 17:23:57.075, 10.88 W, 0 %
2026/02/12 17:23:58.075, 10.49 W, 0 %
2026/02/12 17:23:59.075, 10.64 W, 0 %
2026/02/12 17:24:00.075, 10.63 W, 0 %
2026/02/12 17:24:01.075, 11.01 W, 0 %
2026/02/12 17:24:02.075, 10.89 W, 0 %
2026/02/12 17:24:03.075, 10.49 W, 0 %
2026/02/12 17:24:04.076, 10.60 W, 0 %
2026/02/12 17:24:05.076, 10.73 W, 0 %
2026/02/12 17:24:06.076, 11.18 W, 0 %
2026/02/12 17:24:07.076, 10.95 W, 0 %
2026/02/12 17:24:08.076, 10.41 W, 0 %
2026/02/12 17:24:09.076, 10.49 W, 0 %
2026/02/12 17:24:10.077, 10.46 W, 0 %
2026/02/12 17:24:11.077, 10.99 W, 0 %
2026/02/12 17:24:12.077, 11.30 W, 0 %
2026/02/12 17:24:13.077, 11.19 W, 0 %
2026/02/12 17:24:14.077, 11.23 W, 0 %
2026/02/12 17:24:15.077, 11.31 W, 0 %
2026/02/12 17:24:16.077, 10.93 W, 0 %
2026/02/12 17:24:17.078, 11.36 W, 0 %
2026/02/12 17:24:18.078, 11.29 W, 0 %
2026/02/12 17:24:19.078, 11.58 W, 0 %
2026/02/12 17:24:20.078, 11.27 W, 0 %
2026/02/12 17:24:21.078, 10.83 W, 0 %
2026/02/12 17:24:22.078, 11.11 W, 0 %
2026/02/12 17:24:23.078, 11.31 W, 0 %
2026/02/12 17:24:24.079, 10.84 W, 0 %
2026/02/12 17:24:25.079, 10.97 W, 0 %
2026/02/12 17:24:26.079, 11.03 W, 0 %
2026/02/12 17:24:27.079, 10.74 W, 0 %
2026/02/12 17:24:28.079, 10.47 W, 0 %
2026/02/12 17:24:29.079, 10.94 W, 0 %
2026/02/12 17:24:30.079, 11.19 W, 0 %
2026/02/12 17:24:31.080, 11.23 W, 0 %
2026/02/12 17:24:32.080, 11.51 W, 0 %
2026/02/12 17:24:33.080, 11.54 W, 0 %
2026/02/12 17:24:34.080, 11.67 W, 0 %
2026/02/12 17:24:35.080, 11.63 W, 0 %
2026/02/12 17:24:36.080, 11.06 W, 0 %
2026/02/12 17:24:37.080, 10.73 W, 0 %
2026/02/12 17:24:38.080, 10.91 W, 0 %
2026/02/12 17:24:39.081, 10.39 W, 0 %
2026/02/12 17:24:40.081, 9.97 W, 0 %
2026/02/12 17:24:41.081, 10.39 W, 0 %
2026/02/12 17:24:42.081, 10.31 W, 0 %
2026/02/12 17:24:43.081, 10.26 W, 0 %
2026/02/12 17:24:44.081, 10.20 W, 0 %
2026/02/12 17:24:45.082, 10.46 W, 0 %
2026/02/12 17:24:46.082, 10.89 W, 0 %
2026/02/12 17:24:47.082, 11.05 W, 0 %
2026/02/12 17:24:48.082, 11.17 W, 0 %
2026/02/12 17:24:49.082, 11.08 W, 0 %
2026/02/12 17:24:50.082, 11.06 W, 0 %
2026/02/12 17:24:51.083, 11.09 W, 0 %
2026/02/12 17:24:52.083, 10.69 W, 0 %
2026/02/12 17:24:53.083, 10.50 W, 0 %
2026/02/12 17:24:54.083, 10.64 W, 0 %
2026/02/12 17:24:55.083, 9.97 W, 0 %
2026/02/12 17:24:56.083, 9.83 W, 0 %
2026/02/12 17:24:57.083, 10.66 W, 1 %
2026/02/12 17:24:58.083, 10.53 W, 0 %
2026/02/12 17:24:59.084, 10.43 W, 0 %
2026/02/12 17:25:00.084, 10.12 W, 0 %
2026/02/12 17:25:01.084, 10.57 W, 0 %
2026/02/12 17:25:02.084, 10.61 W, 0 %
2026/02/12 17:25:03.084, 10.15 W, 0 %
2026/02/12 17:25:04.084, 10.11 W, 0 %
2026/02/12 17:25:05.084, 10.30 W, 0 %
2026/02/12 17:25:06.085, 108.61 W, 0 %
2026/02/12 17:25:07.085, 319.29 W, 100 %
2026/02/12 17:25:08.085, 320.63 W, 100 %
2026/02/12 17:25:09.085, 319.15 W, 100 %
2026/02/12 17:25:10.085, 318.66 W, 100 %
2026/02/12 17:25:11.085, 317.56 W, 100 %
2026/02/12 17:25:12.085, 319.31 W, 100 %
2026/02/12 17:25:13.085, 319.93 W, 100 %
2026/02/12 17:25:14.085, 319.70 W, 100 %
2026/02/12 17:25:15.086, 319.40 W, 100 %
2026/02/12 17:25:16.086, 320.22 W, 100 %
2026/02/12 17:25:17.086, 319.06 W, 100 %
2026/02/12 17:25:18.086, 319.51 W, 100 %
2026/02/12 17:25:19.086, 319.75 W, 100 %
2026/02/12 17:25:20.086, 318.67 W, 100 %
2026/02/12 17:25:21.086, 320.97 W, 100 %
2026/02/12 17:25:22.086, 319.01 W, 100 %
2026/02/12 17:25:23.086, 319.20 W, 100 %
2026/02/12 17:25:24.086, 319.98 W, 100 %
2026/02/12 17:25:25.087, 319.23 W, 100 %
2026/02/12 17:25:26.087, 319.06 W, 100 %
2026/02/12 17:25:27.087, 318.56 W, 100 %
2026/02/12 17:25:28.087, 318.61 W, 100 %
2026/02/12 17:25:29.087, 318.49 W, 100 %
2026/02/12 17:25:30.087, 317.43 W, 100 %
2026/02/12 17:25:31.087, 319.30 W, 100 %
2026/02/12 17:25:32.087, 319.89 W, 100 %
2026/02/12 17:25:33.087, 318.65 W, 100 %
2026/02/12 17:25:34.087, 318.81 W, 100 %
2026/02/12 17:25:35.088, 319.43 W, 100 %
2026/02/12 17:25:36.088, 318.69 W, 100 %
2026/02/12 17:25:37.088, 319.15 W, 100 %
2026/02/12 17:25:38.088, 319.91 W, 100 %
2026/02/12 17:25:39.088, 319.01 W, 100 %
2026/02/12 17:25:40.088, 320.84 W, 100 %
2026/02/12 17:25:41.088, 319.54 W, 100 %
2026/02/12 17:25:42.088, 318.62 W, 100 %
2026/02/12 17:25:43.088, 320.80 W, 100 %
2026/02/12 17:25:44.089, 318.45 W, 100 %
2026/02/12 17:25:45.089, 318.12 W, 100 %
2026/02/12 17:25:46.089, 319.94 W, 100 %
2026/02/12 17:25:47.089, 318.77 W, 100 %
2026/02/12 17:25:48.089, 318.19 W, 100 %
2026/02/12 17:25:49.089, 319.62 W, 100 %
2026/02/12 17:25:50.089, 318.86 W, 100 %
2026/02/12 17:25:51.089, 318.61 W, 100 %
2026/02/12 17:25:52.089, 318.84 W, 100 %
2026/02/12 17:25:53.089, 318.85 W, 100 %
2026/02/12 17:25:54.089, 318.98 W, 100 %
2026/02/12 17:25:55.090, 316.52 W, 100 %
2026/02/12 17:25:56.090, 319.07 W, 100 %
2026/02/12 17:25:57.090, 316.94 W, 100 %
2026/02/12 17:25:58.090, 317.63 W, 100 %
2026/02/12 17:25:59.090, 318.38 W, 100 %
2026/02/12 17:26:00.090, 318.40 W, 100 %
2026/02/12 17:26:01.090, 318.08 W, 100 %
2026/02/12 17:26:02.090, 318.45 W, 100 %
2026/02/12 17:26:03.090, 320.00 W, 100 %
2026/02/12 17:26:04.091, 319.28 W, 100 %
2026/02/12 17:26:05.091, 319.70 W, 100 %
2026/02/12 17:26:06.091, 319.44 W, 100 %
2026/02/12 17:26:07.091, 319.69 W, 100 %
2026/02/12 17:26:08.091, 318.91 W, 100 %
2026/02/12 17:26:09.091, 319.73 W, 100 %
2026/02/12 17:26:10.091, 318.72 W, 100 %
2026/02/12 17:26:11.091, 318.85 W, 100 %
2026/02/12 17:26:12.091, 319.42 W, 100 %
2026/02/12 17:26:13.092, 319.39 W, 100 %
2026/02/12 17:26:14.092, 320.52 W, 100 %
2026/02/12 17:26:15.092, 319.64 W, 100 %
2026/02/12 17:26:16.092, 318.57 W, 100 %
2026/02/12 17:26:17.092, 321.94 W, 100 %
2026/02/12 17:26:18.092, 319.26 W, 100 %
2026/02/12 17:26:19.092, 319.12 W, 100 %
2026/02/12 17:26:20.092, 321.58 W, 100 %
2026/02/12 17:26:21.092, 318.92 W, 100 %
2026/02/12 17:26:22.092, 319.06 W, 100 %
2026/02/12 17:26:23.093, 321.37 W, 100 %
2026/02/12 17:26:24.093, 319.73 W, 100 %
2026/02/12 17:26:25.093, 318.63 W, 100 %
2026/02/12 17:26:26.093, 320.76 W, 100 %
2026/02/12 17:26:27.093, 319.41 W, 100 %
2026/02/12 17:26:28.093, 317.05 W, 100 %
2026/02/12 17:26:29.093, 320.65 W, 100 %
2026/02/12 17:26:30.093, 319.40 W, 100 %
2026/02/12 17:26:31.093, 320.35 W, 100 %
2026/02/12 17:26:32.094, 316.95 W, 100 %
2026/02/12 17:26:33.094, 317.90 W, 100 %
2026/02/12 17:26:34.094, 317.95 W, 100 %
2026/02/12 17:26:35.094, 319.16 W, 100 %
2026/02/12 17:26:36.094, 318.93 W, 100 %
2026/02/12 17:26:37.094, 319.43 W, 100 %
2026/02/12 17:26:38.094, 318.03 W, 100 %
2026/02/12 17:26:39.094, 318.06 W, 100 %
2026/02/12 17:26:40.094, 319.63 W, 100 %
2026/02/12 17:26:41.095, 318.59 W, 100 %
2026/02/12 17:26:42.095, 318.26 W, 100 %
2026/02/12 17:26:43.095, 320.13 W, 100 %
2026/02/12 17:26:44.095, 319.05 W, 100 %
2026/02/12 17:26:45.095, 319.28 W, 100 %
2026/02/12 17:26:46.095, 318.73 W, 100 %
2026/02/12 17:26:47.095, 318.44 W, 100 %
2026/02/12 17:26:48.095, 318.95 W, 100 %
2026/02/12 17:26:49.095, 319.31 W, 100 %
2026/02/12 17:26:50.096, 317.48 W, 100 %
2026/02/12 17:26:51.096, 317.90 W, 100 %
2026/02/12 17:26:52.096, 319.29 W, 100 %
2026/02/12 17:26:53.096, 318.73 W, 100 %
2026/02/12 17:26:54.096, 318.76 W, 100 %
2026/02/12 17:26:55.096, 319.39 W, 100 %
2026/02/12 17:26:56.096, 319.56 W, 100 %
2026/02/12 17:26:57.096, 319.38 W, 100 %
2026/02/12 17:26:58.096, 319.48 W, 100 %
2026/02/12 17:26:59.096, 318.36 W, 100 %
2026/02/12 17:27:00.097, 319.35 W, 100 %
2026/02/12 17:27:01.097, 319.20 W, 100 %
2026/02/12 17:27:02.097, 318.22 W, 100 %
2026/02/12 17:27:03.097, 317.35 W, 100 %
2026/02/12 17:27:04.097, 320.06 W, 100 %
2026/02/12 17:27:05.097, 318.99 W, 100 %
2026/02/12 17:27:06.097, 318.40 W, 100 %
2026/02/12 17:27:07.097, 320.52 W, 100 %
2026/02/12 17:27:08.097, 318.85 W, 100 %
2026/02/12 17:27:09.097, 319.51 W, 100 %
2026/02/12 17:27:10.098, 318.12 W, 100 %
2026/02/12 17:27:11.098, 318.47 W, 100 %
2026/02/12 17:27:12.098, 319.44 W, 100 %
2026/02/12 17:27:13.098, 319.02 W, 100 %
2026/02/12 17:27:14.098, 317.99 W, 100 %
2026/02/12 17:27:15.098, 318.59 W, 100 %
2026/02/12 17:27:16.098, 317.68 W, 100 %
2026/02/12 17:27:17.098, 318.30 W, 100 %
2026/02/12 17:27:18.098, 319.23 W, 100 %
2026/02/12 17:27:19.099, 319.73 W, 100 %
2026/02/12 17:27:20.099, 316.39 W, 100 %
2026/02/12 17:27:21.099, 318.67 W, 100 %
2026/02/12 17:27:22.099, 318.43 W, 100 %
2026/02/12 17:27:23.099, 317.06 W, 100 %
2026/02/12 17:27:24.099, 318.58 W, 100 %
2026/02/12 17:27:25.099, 319.13 W, 100 %
2026/02/12 17:27:26.099, 316.63 W, 100 %
2026/02/12 17:27:27.099, 319.05 W, 100 %
2026/02/12 17:27:28.099, 317.95 W, 100 %
2026/02/12 17:27:29.100, 317.57 W, 100 %
2026/02/12 17:27:30.100, 319.39 W, 100 %
2026/02/12 17:27:31.100, 319.12 W, 100 %
2026/02/12 17:27:32.100, 317.04 W, 100 %
2026/02/12 17:27:33.100, 318.74 W, 100 %
2026/02/12 17:27:34.100, 319.41 W, 100 %
2026/02/12 17:27:35.100, 317.73 W, 100 %
2026/02/12 17:27:36.100, 318.03 W, 100 %
2026/02/12 17:27:37.100, 318.98 W, 100 %
2026/02/12 17:27:38.100, 317.58 W, 100 %
2026/02/12 17:27:39.101, 318.86 W, 100 %
2026/02/12 17:27:40.101, 318.06 W, 100 %
2026/02/12 17:27:41.101, 317.25 W, 100 %
2026/02/12 17:27:42.101, 319.02 W, 100 %
2026/02/12 17:27:43.101, 318.50 W, 100 %
2026/02/12 17:27:44.101, 319.06 W, 100 %
2026/02/12 17:27:45.101, 319.35 W, 100 %
2026/02/12 17:27:46.101, 319.74 W, 100 %
2026/02/12 17:27:47.101, 318.21 W, 100 %
2026/02/12 17:27:48.102, 318.08 W, 100 %
2026/02/12 17:27:49.102, 318.52 W, 100 %
2026/02/12 17:27:50.102, 317.58 W, 100 %
2026/02/12 17:27:51.102, 319.19 W, 100 %
2026/02/12 17:27:52.102, 319.25 W, 100 %
